date,temperature_2m (°C)_max,temperature_2m (°C)_min,temperature_2m (°C)_mean,precipitation (mm)_max,precipitation (mm)_min,precipitation (mm)_mean,cloudcover (%)_max,cloudcover (%)_min,cloudcover (%)_mean,surface_pressure (hPa)_max,surface_pressure (hPa)_min,surface_pressure (hPa)_mean,wind_speed_10m (km/h)_max,wind_speed_10m (km/h)_min,wind_speed_10m (km/h)_mean,dewpoint_2m (°C)_max,dewpoint_2m (°C)_min,dewpoint_2m (°C)_mean,fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2024-01-01,13.8,4.3,7.9125,0.0,0.0,0.0,100,0,61.125,1016.2,1012.3,1013.7458333333334,8.2,1.8,5.829166666666667,6.4,2.4,4.133333333333334,2024-01-01,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,6","0,0","8,6",06:00,"14,6",13:40,36.0,"1,9","4,2",06:20,82.0,90.0,16:50,69.0,12:30
2024-01-02,16.9,3.1,9.716666666666669,0.2,0.0,0.0083333333333333,100,0,86.625,1015.7,1010.1,1012.6083333333332,16.6,4.7,10.504166666666666,4.2,-2.0,0.8708333333333332,2024-01-02,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,8","0,0","8,1",01:50,"15,4",12:20,26.0,"2,8","7,5",11:20,53.0,81.0,00:30,39.0,16:10
2024-01-03,20.7,10.9,14.75,0.0,0.0,0.0,100,88,97.91666666666669,1011.8,1007.4,1009.4333333333334,16.2,4.0,10.758333333333333,9.7,4.1,8.041666666666666,2024-01-03,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"16,0","0,0","13,6",00:30,"18,4",12:30,27.0,"1,4","9,7",11:50,74.0,86.0,19:50,62.0,00:00
2024-01-04,16.3,6.0,11.208333333333334,0.1,0.0,0.0041666666666666,100,5,84.20833333333333,1012.7,1004.2,1009.6625,9.0,3.4,5.695833333333333,12.6,5.6,8.945833333333335,2024-01-04,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"14,2","0,3","11,0",07:00,"17,4",13:30,26.0,"1,4","4,7",19:00,89.0,94.0,18:10,79.0,00:00
2024-01-05,15.8,8.5,10.85,3.7,0.0,0.7916666666666666,100,22,91.25,1003.9,996.3,999.0916666666668,13.6,1.0,6.05,9.4,6.4,7.975,2024-01-05,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,2","8,4","8,9",21:50,"13,5",13:50,30.0,"2,2","6,9",23:30,89.0,94.0,Varias,78.0,13:30
2024-01-06,15.1,7.4,10.254166666666666,0.8,0.0,0.05,100,0,38.5,1006.3,999.8,1002.4541666666664,29.3,5.9,19.0875,6.6,-5.2,0.0458333333333332,2024-01-06,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,2","0,0","7,3",07:30,"15,2",13:50,34.0,"2,5","11,1",23:10,49.0,88.0,00:00,33.0,17:30
2024-01-07,14.0,6.9,9.204166666666667,0.0,0.0,0.0,37,0,7.458333333333333,1008.1,1005.5,1006.7083333333334,29.5,16.3,22.691666666666663,-1.8,-7.9,-5.3,2024-01-07,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"10,9","0,0","7,3",05:00,"14,5",14:10,33.0,"4,7","12,5",02:00,37.0,55.0,02:50,24.0,Varias
2024-01-08,12.5,3.0,7.0125,0.0,0.0,0.0,34,0,2.6666666666666665,1013.9,1007.5,1010.0541666666668,25.9,1.0,12.233333333333334,-3.2,-9.1,-6.454166666666667,2024-01-08,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"8,8","0,0","4,7",08:00,"12,8",13:50,36.0,"2,2","10,8",00:20,42.0,64.0,Varias,30.0,00:00
2024-01-09,10.9,-1.4,4.708333333333333,0.2,0.0,0.0166666666666666,100,1,53.625,1016.9,1014.4,1015.3791666666666,10.1,1.8,7.995833333333334,5.6,-6.1,-0.7583333333333333,2024-01-09,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"7,5","0,0","3,9",06:50,"11,1",12:40,8.0,"4,2","6,4",12:50,79.0,89.0,Varias,59.0,Varias
2024-01-10,10.1,5.0,7.841666666666666,1.4,0.0,0.2541666666666666,100,1,90.91666666666669,1016.0,1011.7,1013.7041666666668,8.2,3.2,6.05,8.3,4.0,6.116666666666667,2024-01-10,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"8,5","4,6","6,9",23:59,"10,1",13:50,1.0,"2,2","5,3",02:40,87.0,95.0,18:00,78.0,06:30
2024-01-11,12.1,3.6,6.691666666666666,0.2,0.0,0.0083333333333333,100,12,80.95833333333333,1018.8,1011.9,1014.7833333333332,10.9,2.9,7.016666666666667,5.2,1.7,3.4125,2024-01-11,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"9,8","0,2","6,3",01:30,"13,3",13:20,99.0,"1,7","6,7",Varias,76.0,95.0,01:40,59.0,13:10
2024-01-12,13.7,3.6,7.1625000000000005,0.0,0.0,0.0,100,0,39.333333333333336,1021.0,1018.8,1019.7291666666666,16.9,4.7,11.2125,3.5,0.9,1.8958333333333333,2024-01-12,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"9,8","0,0","6,2",07:50,"13,5",13:50,99.0,"1,9","6,9",Varias,66.0,83.0,07:30,51.0,13:20
2024-01-13,13.5,2.4,6.4875,0.0,0.0,0.0,100,0,54.25,1020.7,1015.2,1018.5208333333334,10.8,3.9,7.591666666666666,4.8,0.7,1.9875,2024-01-13,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"8,6","0,0","4,2",07:20,"12,9",13:30,28.0,"2,2","6,4",01:40,70.0,86.0,07:20,56.0,12:50
2024-01-14,15.9,3.4,10.333333333333334,0.0,0.0,0.0,100,1,87.41666666666667,1014.8,1006.1,1009.65,15.9,4.3,9.104166666666666,8.8,1.5,4.25,2024-01-14,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,7","0,0","10,1",01:00,"17,3",12:10,28.0,"3,9","9,4",06:20,55.0,74.0,23:59,47.0,12:00
2024-01-15,18.9,7.3,12.370833333333332,0.0,0.0,0.0,100,0,70.75,1006.5,1002.1,1004.5458333333332,18.5,5.3,11.158333333333331,10.5,5.5,8.108333333333333,2024-01-15,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,6","0,0","9,9",07:20,"17,3",16:40,30.0,"2,2","10,3",09:40,76.0,93.0,Varias,69.0,13:10
2024-01-16,17.6,7.1,11.791666666666666,0.0,0.0,0.0,100,0,73.95833333333333,1006.1,1002.4,1004.525,11.8,0.8,6.016666666666667,12.7,6.4,9.270833333333334,2024-01-16,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"14,6","0,0","12,0",04:50,"17,3",11:20,21.0,"1,9","6,1",11:40,91.0,94.0,Varias,77.0,11:10
2024-01-17,17.6,9.5,13.854166666666666,0.5,0.0,0.0791666666666666,100,0,60.29166666666666,1002.0,992.3,996.8833333333332,28.4,4.3,14.170833333333334,12.6,5.8,10.0125,2024-01-17,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"15,4","0,0","12,5",07:20,"18,4",15:00,26.0,"3,1","15,0",14:20,76.0,94.0,00:00,53.0,17:50
2024-01-18,20.5,13.7,15.979166666666666,0.0,0.0,0.0,84,0,18.166666666666668,1003.4,997.0,999.975,26.6,8.4,17.9,10.0,5.5,7.15,2024-01-18,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"17,5","0,2","14,1",20:20,"20,9",14:40,26.0,"3,6","16,7",14:50,60.0,91.0,20:20,43.0,Varias
2024-01-19,13.4,7.4,9.791666666666666,2.0,0.0,0.4791666666666667,100,7,92.75,1009.7,1003.1,1006.4666666666668,15.1,3.3,8.641666666666667,9.8,3.9,6.741666666666667,2024-01-19,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,8","6,5","6,8",20:50,"16,7",00:30,9.0,"5,8","14,7",23:00,90.0,94.0,Varias,43.0,23:59
2024-01-20,12.4,5.0,7.920833333333333,0.1,0.0,0.0041666666666666,100,0,35.25,1026.0,1010.1,1018.9916666666668,12.7,1.3,6.658333333333332,6.8,1.0,3.529166666666667,2024-01-20,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"9,4","0,1","5,7",07:40,"13,0",14:50,9.0,"3,3","11,4",00:10,72.0,92.0,03:30,41.0,00:10
2024-01-21,14.0,0.7,6.445833333333333,0.0,0.0,0.0,100,0,27.791666666666668,1029.0,1026.4,1027.7666666666669,9.4,3.1,6.041666666666667,6.7,0.2,3.420833333333333,2024-01-21,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"10,5","0,0","6,3",06:50,"14,7",14:40,99.0,"2,5","6,1",Varias,81.0,88.0,06:50,59.0,15:10
2024-01-22,16.0,1.1,7.304166666666667,0.0,0.0,0.0,100,0,52.875,1028.8,1025.1,1027.0791666666669,12.6,4.3,7.904166666666666,5.8,0.0,3.1,2024-01-22,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,8","0,0","7,9",07:00,"15,7",14:00,29.0,"2,5","7,8",15:20,66.0,86.0,Varias,54.0,11:40
2024-01-23,16.3,4.2,9.129166666666666,0.0,0.0,0.0,88,1,44.25,1031.7,1027.9,1029.5916666666667,11.0,3.2,6.991666666666667,10.2,3.1,6.3625,2024-01-23,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,3","0,0","8,5",05:00,"16,1",12:30,33.0,"1,7","5,8",05:20,86.0,93.0,Varias,73.0,00:00
2024-01-24,19.6,6.2,10.929166666666667,0.0,0.0,0.0,100,0,39.0,1031.6,1029.1,1030.2416666666666,11.2,3.1,6.908333333333334,10.3,5.3,7.645833333333333,2024-01-24,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,2","0,0","9,4",07:20,"17,0",14:20,2.0,"0,8","5,0",08:40,88.0,94.0,Varias,72.0,10:00
2024-01-25,20.0,6.1,11.504166666666668,0.0,0.0,0.0,100,0,30.70833333333333,1029.8,1024.0,1026.2208333333333,13.1,3.7,7.741666666666667,12.9,5.5,8.041666666666666,2024-01-25,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,9","0,0","8,6",06:50,"17,2",18:30,22.0,"2,8","5,8",14:20,85.0,93.0,Varias,70.0,10:30
2024-01-26,20.9,5.8,11.8,0.0,0.0,0.0,100,11,63.91666666666666,1027.2,1024.5,1025.6625,11.5,1.8,7.270833333333333,11.1,4.6,7.5125,2024-01-26,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"15,3","0,0","11,1",03:10,"19,5",12:00,99.0,"2,2","5,6",04:50,76.0,93.0,Varias,56.0,Varias
2024-01-27,17.9,4.3,10.4375,0.0,0.0,0.0,100,5,45.54166666666666,1026.8,1024.5,1025.4958333333334,9.9,3.1,5.8,11.0,3.7,7.695833333333333,2024-01-27,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,2","0,0","9,7",07:40,"16,8",13:00,35.0,"1,9","4,2",07:20,86.0,93.0,Varias,65.0,10:00
2024-01-28,14.9,5.4,9.925,0.0,0.0,0.0,100,26,88.375,1026.9,1024.9,1025.8291666666669,6.9,2.5,5.158333333333333,10.6,4.9,8.695833333333335,2024-01-28,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,2","0,0","9,4",05:00,"15,1",14:00,8.0,"2,5","4,4",17:00,91.0,93.0,Varias,86.0,Varias
2024-01-29,15.0,9.7,11.8625,0.2,0.0,0.0125,100,62,98.20833333333331,1028.1,1026.2,1027.0166666666669,10.7,3.1,6.283333333333334,10.6,9.4,9.85,2024-01-29,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,4","0,0","11,9",04:00,"14,9",13:00,10.0,"2,2","5,0",18:40,87.0,94.0,20:40,77.0,13:50
2024-01-30,15.9,8.4,11.725,0.1,0.0,0.0166666666666666,100,50,96.41666666666669,1030.0,1027.2,1028.3375,10.5,2.4,4.516666666666667,10.4,7.9,9.320833333333333,2024-01-30,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,6","0,0","11,0",07:00,"16,3",12:20,35.0,"2,5","3,6",07:40,83.0,92.0,00:00,76.0,14:40
2024-01-31,15.7,5.2,9.2375,0.0,0.0,0.0,100,0,45.583333333333336,1030.6,1028.1,1029.2416666666666,12.4,2.4,6.533333333333334,8.7,5.1,7.004166666666666,2024-01-31,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,4","0,0","9,5",07:20,"15,3",12:00,21.0,"3,6","7,8",12:40,85.0,89.0,Varias,70.0,12:00
2024-02-01,18.1,4.4,9.525,0.0,0.0,0.0,100,0,58.333333333333336,1029.1,1025.1,1027.1708333333331,12.1,4.8,7.954166666666667,8.4,3.9,5.875,2024-02-01,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,8","0,0","8,5",07:20,"17,0",12:20,21.0,"3,1","7,2",13:10,85.0,88.0,Varias,64.0,19:30
2024-02-02,18.7,4.6,10.325,0.0,0.0,0.0,99,0,26.75,1027.9,1025.3,1026.4166666666667,11.1,0.4,6.720833333333334,8.5,3.8,6.116666666666667,2024-02-02,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,8","0,0","10,1",04:20,"17,6",12:30,21.0,"2,5","6,4",14:00,77.0,93.0,21:50,55.0,12:30
2024-02-03,19.7,4.8,10.6375,0.0,0.0,0.0,99,0,33.5,1027.4,1024.5,1026.0125,11.4,4.4,7.829166666666667,8.9,3.5,6.083333333333333,2024-02-03,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,4","0,0","8,5",07:10,"18,2",14:30,23.0,"3,3","7,2",13:20,82.0,88.0,07:00,59.0,14:30
2024-02-04,21.2,5.2,11.208333333333334,0.0,0.0,0.0,96,0,27.041666666666668,1025.4,1023.4,1024.4083333333333,10.8,1.8,6.791666666666667,10.0,4.8,6.6375,2024-02-04,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,6","0,0","9,2",07:00,"17,9",14:20,26.0,"2,8","6,1",16:20,76.0,87.0,21:10,61.0,10:20
2024-02-05,20.7,5.1,11.0875,0.0,0.0,0.0,100,0,28.291666666666668,1024.2,1020.0,1021.8791666666666,11.2,2.4,7.308333333333334,8.0,3.0,5.6000000000000005,2024-02-05,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,6","0,0","9,2",06:00,"17,9",13:10,21.0,"2,5","6,9",12:00,75.0,92.0,23:30,56.0,13:10
2024-02-06,16.1,5.9,10.633333333333333,0.0,0.0,0.0,100,45,95.54166666666669,1020.1,1016.8,1018.4541666666668,11.7,1.1,7.583333333333333,11.2,4.5,7.8125,2024-02-06,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,7","0,0","9,7",03:00,"15,7",13:40,1.0,"2,5","5,0",05:40,88.0,93.0,Varias,75.0,02:00
2024-02-07,18.7,5.2,11.945833333333333,0.0,0.0,0.0,100,2,60.083333333333336,1016.8,1010.9,1013.7458333333334,15.6,1.8,9.804166666666667,10.4,3.4,5.766666666666667,2024-02-07,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,2","0,0","8,6",05:30,"17,8",16:40,27.0,"3,9","11,7",21:30,73.0,93.0,Varias,46.0,17:20
2024-02-08,20.3,9.6,13.145833333333334,0.0,0.0,0.0,100,0,74.54166666666667,1011.0,999.4,1005.7916666666666,20.7,4.0,10.479166666666666,10.3,5.0,6.845833333333334,2024-02-08,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"15,2","0,4","11,4",05:50,"19,1",13:20,24.0,"3,9","12,8",13:20,70.0,93.0,Varias,49.0,13:20
2024-02-09,15.6,11.3,13.266666666666666,1.0,0.0,0.1666666666666666,100,10,89.79166666666667,998.9,983.7,990.8416666666668,27.0,4.5,14.3125,11.4,6.5,9.308333333333334,2024-02-09,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"14,2","6,0","11,9",08:40,"16,6",01:00,26.0,"3,6","13,9",11:40,89.0,95.0,Varias,49.0,01:10
2024-02-10,16.4,10.2,12.908333333333331,0.8,0.0,0.0916666666666666,100,0,68.08333333333333,993.1,979.0,983.9875,27.6,2.9,16.058333333333334,12.1,-0.5,6.0625,2024-02-10,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,8","0,1","9,9",23:59,"15,8",16:00,34.0,"4,4","11,4",16:00,79.0,95.0,00:00,47.0,16:40
2024-02-11,15.8,7.1,11.416666666666666,0.0,0.0,0.0,86,0,9.458333333333334,1002.9,993.6,998.9666666666668,26.8,6.6,20.2875,1.5,-0.8,0.5416666666666666,2024-02-11,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,6","0,0","9,3",07:20,"16,0",14:00,32.0,"5,8","17,2",06:40,48.0,56.0,Varias,41.0,13:40
2024-02-12,20.1,4.7,11.866666666666667,0.6,0.0,0.0249999999999999,96,0,27.58333333333333,1010.4,1000.5,1002.8541666666666,29.8,1.8,13.608333333333334,6.3,0.8,3.9375,2024-02-12,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"15,0","0,0","10,1",05:10,"20,0",15:10,31.0,"4,4","14,2",13:10,64.0,92.0,21:20,41.0,14:40
2024-02-13,16.1,7.1,10.6375,0.2,0.0,0.0166666666666666,100,0,46.04166666666666,1019.0,1011.1,1015.6458333333334,15.1,3.4,7.654166666666666,10.7,4.1,7.0625,2024-02-13,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,2","0,0","10,7",04:00,"15,8",10:30,27.0,"2,8","6,4",19:20,80.0,91.0,Varias,68.0,09:30
2024-02-14,20.4,6.2,12.058333333333332,0.0,0.0,0.0,100,0,50.958333333333336,1020.6,1017.7,1018.8708333333334,11.7,4.0,7.245833333333334,10.5,4.0,7.329166666666667,2024-02-14,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,7","0,0","9,8",04:40,"17,6",11:20,21.0,"3,1","6,4",13:10,86.0,94.0,Varias,64.0,11:00
2024-02-15,19.0,9.6,12.895833333333334,0.0,0.0,0.0,100,99,99.95833333333331,1017.3,1012.2,1014.5041666666666,9.2,1.5,4.495833333333333,11.8,8.3,10.129166666666666,2024-02-15,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"14,7","0,0","11,6",05:50,"17,8",12:10,26.0,"1,7","5,8",02:00,91.0,95.0,Varias,77.0,11:50
2024-02-16,17.7,9.9,13.233333333333334,1.1,0.0,0.0999999999999999,100,53,94.16666666666669,1018.3,1011.6,1014.2833333333332,10.7,1.0,6.179166666666667,12.4,7.7,10.579166666666667,2024-02-16,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"14,0","2,0","12,3",03:20,"15,7",10:50,8.0,"1,7","7,8",09:10,90.0,93.0,Varias,74.0,10:40
2024-02-17,21.4,10.0,14.366666666666667,0.5,0.0,0.0208333333333333,100,0,31.75,1026.8,1018.5,1022.2041666666668,18.3,0.0,9.870833333333334,10.5,4.7,8.266666666666667,2024-02-17,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"15,5","0,0","12,7",Varias,"18,3",11:50,35.0,"2,2","6,9",11:00,80.0,92.0,17:40,55.0,11:30
2024-02-18,18.8,6.6,12.004166666666668,0.0,0.0,0.0,100,0,57.333333333333336,1028.4,1025.6,1026.8916666666669,12.9,3.2,7.295833333333333,9.0,5.5,6.995833333333334,2024-02-18,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,8","0,0","10,2",06:50,"17,3",11:20,21.0,"3,1","7,8",12:00,81.0,89.0,13:10,52.0,20:30
2024-02-19,18.6,8.7,12.8875,0.0,0.0,0.0,100,0,71.33333333333333,1026.1,1023.2,1024.8583333333331,10.8,0.5,5.120833333333334,9.4,6.3,7.712499999999999,2024-02-19,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"14,3","0,0","12,1",23:00,"16,5",11:10,21.0,"1,7","5,8",14:40,80.0,92.0,Varias,62.0,00:00
2024-02-20,17.9,6.9,11.725,0.0,0.0,0.0,100,16,89.08333333333333,1024.0,1020.9,1022.5958333333332,15.6,3.2,7.741666666666667,10.3,4.7,7.741666666666667,2024-02-20,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,8","0,0","10,7",03:00,"16,9",11:20,22.0,"3,6","8,6",12:00,82.0,91.0,22:30,70.0,Varias
2024-02-21,16.9,6.6,11.408333333333331,0.0,0.0,0.0,100,3,85.08333333333333,1023.3,1016.3,1019.7791666666668,19.2,3.4,8.7125,10.5,5.7,8.25,2024-02-21,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,2","0,0","10,1",06:50,"16,2",12:20,23.0,"2,8","11,1",12:10,83.0,91.0,Varias,64.0,13:20
2024-02-22,20.1,10.1,13.45,0.0,0.0,0.0,100,5,90.41666666666669,1015.3,998.1,1005.8666666666668,18.3,3.7,8.520833333333334,10.4,7.9,9.729166666666666,2024-02-22,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"14,6","12,6","12,2",06:40,"17,0",11:10,21.0,"4,4","10,8",14:10,90.0,94.0,14:00,79.0,11:10
2024-02-23,15.4,7.3,11.55,3.2,0.0,0.2083333333333333,100,0,28.166666666666668,1001.8,998.3,999.9833333333332,26.6,3.1,11.6125,10.9,-3.4,3.0416666666666665,2024-02-23,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,0","0,1","8,7",07:10,"15,4",15:00,28.0,"5,8","14,7",13:50,55.0,95.0,Varias,32.0,Varias
2024-02-24,15.0,4.9,9.141666666666667,1.1,0.0,0.0458333333333333,100,0,45.66666666666666,1009.0,1000.2,1003.0666666666666,20.3,5.2,9.525,5.9,-3.0,1.3125,2024-02-24,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,4","0,2","7,8",23:59,"14,9",12:50,11.0,"3,9","16,9",14:50,66.0,88.0,18:30,43.0,14:30
2024-02-25,14.0,5.1,10.558333333333334,0.0,0.0,0.0,100,88,99.33333333333331,1008.9,995.2,1003.0875,22.9,4.5,10.895833333333334,8.8,0.2,4.420833333333333,2024-02-25,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"11,0","0,0","7,5",03:30,"14,6",11:40,26.0,"3,6","12,5",11:50,70.0,91.0,Varias,53.0,07:50
2024-02-26,17.6,8.6,13.520833333333334,0.4,0.0,0.0208333333333333,100,0,55.708333333333336,996.9,992.1,994.3541666666666,23.7,1.4,7.8875,8.5,0.5,5.4625,2024-02-26,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"14,0","0,0","10,2",23:59,"17,7",12:10,10.0,"3,1","8,1",20:50,87.0,92.0,07:00,48.0,12:00
2024-02-27,18.4,7.2,12.095833333333331,0.2,0.0,0.0125,100,6,72.58333333333333,1005.6,997.3,1001.3666666666668,15.5,2.4,9.004166666666666,7.8,-1.3,2.9958333333333336,2024-02-27,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,4","0,0","8,6",08:00,"16,3",14:50,8.0,"3,3","10,3",16:30,75.0,91.0,21:40,53.0,14:50
2024-02-28,18.1,7.4,12.029166666666669,0.0,0.0,0.0,100,0,49.875,1011.7,1006.1,1009.0833333333334,19.7,2.8,11.745833333333332,5.8,-2.4,1.3666666666666665,2024-02-28,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"14,1","0,0","11,0",23:30,"17,2",12:40,99.0,"2,8","7,5",Varias,48.0,88.0,00:30,39.0,12:30
2024-02-29,18.7,5.9,11.529166666666669,0.0,0.0,0.0,99,0,23.041666666666668,1011.5,1004.1,1007.7333333333332,13.1,2.1,8.308333333333334,8.5,-3.2,1.2583333333333333,2024-02-29,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,6","0,9","9,6",02:00,"15,5",14:30,23.0,"3,9","8,1",18:20,68.0,93.0,23:20,47.0,08:40
2024-03-01,18.6,8.6,12.5625,2.2,0.0,0.1791666666666667,100,0,33.541666666666664,1006.8,1003.8,1005.0125,17.0,5.4,11.416666666666666,8.9,-3.5,2.970833333333333,2024-03-01,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,9","0,0","9,4",06:30,"18,4",15:00,29.0,"1,7","9,2",05:40,48.0,93.0,00:00,31.0,14:40
2024-03-02,16.7,7.2,12.1875,2.0,0.0,0.0958333333333333,100,0,62.375,1005.2,993.9,999.6458333333334,25.3,4.7,13.5,9.5,2.3,4.8,2024-03-02,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,4","3,2","10,7",06:00,"16,2",10:00,24.0,"4,7","14,2",21:30,73.0,91.0,23:20,53.0,15:10
2024-03-03,14.8,5.9,10.483333333333333,2.9,0.0,0.4041666666666666,100,0,60.458333333333336,1004.2,988.9,995.4791666666666,34.0,6.6,21.90416666666667,10.1,-4.0,2.4666666666666663,2024-03-03,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"10,1","7,4","5,2",07:50,"15,0",15:00,30.0,"6,7","16,7",16:00,65.0,95.0,07:40,36.0,23:59
2024-03-04,17.6,5.8,11.095833333333331,0.0,0.0,0.0,100,0,40.41666666666666,1009.3,1004.7,1007.0125,26.7,4.6,15.183333333333332,6.8,-4.6,-0.8291666666666666,2024-03-04,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,0","0,0","7,8",05:50,"16,1",11:50,36.0,"3,3","12,5",00:10,56.0,81.0,Varias,32.0,11:40
2024-03-05,17.6,7.2,12.25,0.2,0.0,0.0166666666666666,69,0,18.166666666666668,1017.2,1010.0,1014.0916666666668,12.3,1.1,6.391666666666667,8.7,-0.0,4.5375000000000005,2024-03-05,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,2","0,0","9,4",06:40,"17,1",11:20,9.0,"3,9","8,9",17:20,78.0,89.0,Varias,47.0,11:10
2024-03-06,16.0,5.5,10.129166666666666,0.1,0.0,0.0041666666666666,100,0,31.916666666666668,1018.2,1014.6,1016.4958333333334,12.3,1.6,7.475,8.6,3.4,6.133333333333333,2024-03-06,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,2","0,0","8,6",06:00,"15,7",10:50,35.0,"2,8","6,4",05:00,81.0,91.0,Varias,62.0,16:40
2024-03-07,15.7,5.5,10.279166666666669,0.0,0.0,0.0,100,33,89.45833333333333,1015.5,1006.1,1010.2833333333332,13.5,1.1,7.458333333333333,9.4,5.4,7.133333333333333,2024-03-07,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"12,1","1,3","8,5",06:20,"15,7",11:50,11.0,"3,3","6,7",23:59,88.0,92.0,Varias,78.0,11:00
2024-03-08,15.6,9.1,12.595833333333331,1.6,0.0,0.2666666666666666,100,0,77.70833333333333,1005.4,998.3,1000.1541666666668,24.1,3.9,11.870833333333332,11.3,4.0,7.804166666666667,2024-03-08,0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,"13,4","4,0","11,4",22:50,"15,5",10:40,24.0,"6,9","13,1",15:00,80.0,95.0,Varias,50.0,16:50
